close,high,low,open,timestamp,volume,datetime
7159.64,7160.69,7159.64,7160.69,1577836800,5.50169101,2020-01-01 00:00:00
7161.2,7161.51,7155.09,7161.51,1577836860,3.77692446,2020-01-01 00:01:00
7158.82,7158.82,7158.82,7158.82,1577836920,0.02927792,2020-01-01 00:02:00
7156.9,7158.82,7156.9,7158.82,1577836980,0.06581935,2020-01-01 00:03:00
7157.2,7158.5,7154.97,7158.5,1577837040,0.97138671,2020-01-01 00:04:00
7158.5,7159.51,7150.1,7156.52,1577837100,0.88693164,2020-01-01 00:05:00
7153.01,7158.54,7153.01,7157.22,1577837160,0.10981518,2020-01-01 00:06:00
7154.11,7154.11,7154.11,7154.11,1577837220,0.91112150,2020-01-01 00:07:00
7159.25,7159.25,7153.67,7153.67,1577837280,0.35482069,2020-01-01 00:08:00
7156.57,7159.25,7156.57,7159.25,1577837340,0.02932751,2020-01-01 00:09:00
7158.79,7166.36,7158.59,7158.59,1577837400,0.05089146,2020-01-01 00:10:00
7162.75,7164.8,7161.72,7161.72,1577837460,2.16986771,2020-01-01 00:11:00
7165.52,7165.52,7165.52,7165.52,1577837520,0.03500000,2020-01-01 00:12:00
7156.75,7165.52,7156.75,7165.52,1577837580,0.15655862,2020-01-01 00:13:00
7159.67,7159.67,7159.67,7159.67,1577837640,0.01114894,2020-01-01 00:14:00
7154.1,7158.23,7152.25,7157.82,1577837700,11.20986618,2020-01-01 00:15:00
7153.55,7159.68,7153.54,7159.68,1577837760,0.71691469,2020-01-01 00:16:00
7153.65,7153.65,7153.65,7153.65,1577837820,0.02131237,2020-01-01 00:17:00
7153.55,7158.43,7153.55,7158.43,1577837880,0.10156955,2020-01-01 00:18:00
7154.04,7157.57,7153.05,7157.57,1577837940,0.07751540,2020-01-01 00:19:00
7157.57,7157.57,7157.57,7157.57,1577838000,0.00766832,2020-01-01 00:20:00
7157.57,7157.57,7152.62,7152.62,1577838060,0.07401562,2020-01-01 00:21:00
7160.11,7160.11,7155.01,7155.01,1577838120,0.01574565,2020-01-01 00:22:00
7159.17,7160.11,7153.98,7160.11,1577838180,0.12841283,2020-01-01 00:23:00
7152.26,7156.56,7152.26,7156.56,1577838240,0.05862961,2020-01-01 00:24:00
7153.57,7163.42,7153.57,7156.56,1577838300,0.58450546,2020-01-01 00:25:00
7156.31,7162.62,7156.31,7159.92,1577838360,0.26161561,2020-01-01 00:26:00
