close,high,low,open,timestamp,volume
28885,28885,28885,28885,1682603220,0.00145404
28897,28907,28897,28899,1682603280,2.89195501
28907,28907,28907,28907,1682603340,0.01395219
28947,28956,28907,28907,1682603400,0.36707070
28957,28957,28930,28930,1682603460,1.18708257
28946,28947,28946,28947,1682603520,0.26105438
28968,28968,28948,28948,1682603580,0.78253157
28945,28954,28945,28954,1682603640,0.76441062
28953,28960,28950,28950,1682603700,0.71921197
28944,28962,28944,28962,1682603760,1.77723571
28919,28952,28919,28945,1682603820,2.07856540
28922,28931,28911,28911,1682603880,0.05416908
28943,28945,28925,28927,1682603940,0.77596174
28986,28994,28945,28945,1682604000,8.98250670
29021,29047,28984,28984,1682604060,23.64960507
29042,29047,29031,29033,1682604120,3.52290453
29058,29100,29041,29041,1682604180,2.75242705
29026,29046,29020,29046,1682604240,0.89251917
29032,29041,29027,29027,1682604300,1.01399445
29016,29046,29014,29033,1682604360,1.44024884
28994,29032,28994,29021,1682604420,0.77707636
29021,29023,28979,28984,1682604480,1.55827375
29014,29021,29014,29021,1682604540,0.10042608
28996,29024,28996,29018,1682604600,0.45247290
28991,29002,28984,28993,1682604660,0.13203867
28989,29000,28989,29000,1682604720,0.15948942
29015,29015,28970,28977,1682604780,0.90709191
29051,29051,29025,29025,1682604840,0.37922190
29069,29077,29065,29074,1682604900,1.31440067
29043,29053,29043,29053,1682604960,0.51164449
29011,29041,29011,29040,1682605020,0.41699664
29015,29028,29014,29018,1682605080,0.47936910
29011,29011,29011,29011,1682605140,0.02931627
29002,29009,28999,29009,1682605200,0.03023291
28997,29005,28994,29005,1682605260,0.10184538
28992,28994,28991,28994,1682605320,0.07782985
29012,29012,29002,29002,1682605380,0.00408538
29037,29038,29032,29034,1682605440,0.07763556
29024,29024,29018,29019,1682605500,0.32009898
29021,29039,29020,29039,1682605560,0.36809869
29027,29027,29018,29018,1682605620,0.00607542
29011,29031,29006,29025,1682605680,9.56671763
29021,29022,29021,29022,1682605740,0.29322915
29024,29044,29016,29024,1682605800,2.71163640
28990,29034,28990,29027,1682605860,1.14553849
28993,29006,28993,28995,1682605920,0.15572170
29009,29010,29003,29003,1682605980,0.02062849
29052,29052,29011,29011,1682606040,0.85171821
29047,29051,29041,29041,1682606100,0.05873000
29050,29050,29043,29044,1682606160,0.01978664
29060,29070,29055,29059,1682606220,0.05590635
29071,29073,29063,29063,1682606280,0.47507905
29040,29066,29039,29066,1682606340,0.04305878
29041,29045,29030,29043,1682606400,0.05020645
29044,29056,29044,29052,1682606460,1.06740363
29035,29054,29030,29033,1682606520,0.23169812
29028,29040,29028,29040,1682606580,0.08464262
29038,29038,29027,29027,1682606640,0.46473715
29043,29047,29043,29047,1682606700,0.10496221
29036,29047,29035,29046,1682606760,0.18193149
29019,29025,29019,29025,1682606820,2.00363000
29038,29044,29033,29034,1682606880,1.02896624
29045,29047,29044,29044,1682606940,0.09521973
29044,29046,29041,29041,1682607000,0.03008235
29038,29040,29038,29040,1682607060,0.00486000
29037,29039,29025,29027,1682607120,0.20895000
29034,29044,29034,29044,1682607180,0.04464000
29037,29043,29037,29037,1682607240,0.07757740
29030,29030,29026,29029,1682607300,0.06853518
28994,29016,28994,29016,1682607360,1.52087602
28989,28995,28989,28995,1682607420,0.00965000
28973,28973,28973,28973,1682607480,0.01519000
28981,28981,28966,28966,1682607540,0.40673457
29001,29001,28981,28981,1682607600,5.02005525
29007,29011,29004,29004,1682607660,0.40134501
29024,29039,29024,29039,1682607720,0.02691420
29012,29034,29010,29034,1682607780,0.04786938
29021,29023,29012,29012,1682607840,0.09035094
29036,29037,29024,29024,1682607900,0.16582536
29030,29040,29030,29039,1682607960,0.07925836
29035,29035,29029,29029,1682608020,0.06456758
29018,29035,29018,29035,1682608080,0.02173778
29030,29030,29016,29023,1682608140,0.73180505
29065,29065,29033,29033,1682608200,0.44093976
29053,29082,29049,29065,1682608260,5.75298169
29027,29042,29019,29042,1682608320,0.11605169
29013,29020,29013,29020,1682608380,0.00291000
29028,29030,29015,29020,1682608440,0.01491000
29060,29062,29027,29027,1682608500,0.06595886
29053,29065,29052,29052,1682608560,0.07190849
29039,29068,29039,29059,1682608620,0.84210544
29055,29055,29043,29043,1682608680,0.43065134
29060,29061,29060,29061,1682608740,0.00212000
29260,29301,29074,29074,1682608800,57.49629650
29424,29437,29258,29258,1682608860,40.25866209
29386,29483,29386,29437,1682608920,16.86586717
29396,29452,29373,29403,1682608980,1.20919655
29427,29429,29388,29404,1682609040,15.15792207
29393,29449,29393,29419,1682609100,1.17830153
29275,29371,29257,29371,1682609160,5.60525403
29289,29295,29240,29275,1682609220,24.15588201
29267,29313,29267,29298,1682609280,1.79923856
29285,29287,29240,29255,1682609340,43.81777885
29356,29356,29319,29324,1682609400,8.13589586
29377,29377,29356,29356,1682609460,16.58797379
29405,29405,29362,29378,1682609520,8.72854632
29315,29404,29305,29404,1682609580,16.56416159
29319,29330,29275,29298,1682609640,0.32855284
29326,29330,29286,29302,1682609700,0.80050282
29339,29351,29319,29332,1682609760,1.09355702
29327,29352,29326,29337,1682609820,0.26064073
29318,29322,29310,29316,1682609880,1.46319950
29301,29333,29301,29333,1682609940,10.24446929
29309,29322,29309,29319,1682610000,0.36223026
29239,29304,29239,29302,1682610060,0.66623632
29246,29277,29246,29248,1682610120,0.69479398
29204,29246,29191,29246,1682610180,0.28676205
29021,29188,28987,29188,1682610240,87.75042511
29012,29028,28856,28984,1682610300,17.87191384
29086,29086,29000,29033,1682610360,2.15907664
29077,29114,29060,29090,1682610420,3.14760364
29081,29114,29077,29077,1682610480,6.24605153
29100,29101,29083,29084,1682610540,3.67240652
29141,29141,29097,29113,1682610600,36.81847246
29151,29151,29110,29110,1682610660,2.58185793
29125,29165,29125,29152,1682610720,3.23367251
29171,29182,29131,29131,1682610780,0.20781530
29167,29167,29139,29160,1682610840,0.14186000
29143,29151,29123,29151,1682610900,0.38661330
29132,29143,29124,29143,1682610960,0.19447288
29099,29125,29099,29125,1682611020,0.16595986
29152,29171,29093,29099,1682611080,1.46621872
29150,29150,29141,29141,1682611140,0.07979850
29174,29186,29150,29150,1682611200,0.28880220
29171,29188,29166,29188,1682611260,0.14214226
29181,29195,29181,29187,1682611320,0.31752000
29144,29210,29144,29188,1682611380,0.55393080
29155,29169,29141,29144,1682611440,0.49479867
29135,29136,29114,29122,1682611500,0.06374209
29094,29116,29094,29116,1682611560,0.41915475
29112,29112,29088,29100,1682611620,0.05083500
29103,29130,29103,29118,1682611680,0.09559421
29088,29105,29088,29105,1682611740,0.01186956
29093,29102,29090,29090,1682611800,0.06478552
29090,29106,29083,29106,1682611860,0.07795306
29120,29120,29085,29085,1682611920,0.02234310
29104,29121,29104,29121,1682611980,0.02711169
29086,29112,29086,29112,1682612040,0.10469988
29120,29125,29093,29093,1682612100,0.15922351
29106,29106,29106,29106,1682612160,0.03986000
29109,29113,29101,29113,1682612220,0.01187669
29097,29100,29097,29098,1682612280,0.46155946
29054,29100,29054,29100,1682612340,0.08460041
29057,29061,29050,29050,1682612400,0.03022892
29074,29074,29035,29050,1682612460,0.01379250
29066,29085,29066,29082,1682612520,0.01124541
29045,29047,29045,29047,1682612580,0.30000000
29052,29052,29024,29028,1682612640,0.03170485
29055,29058,29041,29048,1682612700,0.74283173
29060,29060,29055,29055,1682612760,0.04574000
29100,29100,29080,29080,1682612820,0.07095240
29131,29135,29118,29118,1682612880,0.10365314
29131,29141,29131,29137,1682612940,0.02662767
29140,29144,29140,29144,1682613000,0.00393187
29114,29118,29114,29115,1682613060,0.08753671
29114,29124,29114,29124,1682613120,0.02347000
29109,29115,29090,29115,1682613180,0.73470933
29098,29105,29094,29105,1682613240,0.04372896
29105,29108,29087,29087,1682613300,0.18190000
29095,29095,29095,29095,1682613360,0.00291000
29078,29094,29078,29094,1682613420,0.07697420
29068,29076,29056,29076,1682613480,0.09153895
29068,29069,29064,29069,1682613540,0.33100000
29072,29086,29067,29067,1682613600,0.11985000
29050,29078,29050,29078,1682613660,0.06147450
29064,29064,29043,29043,1682613720,0.31016626
29093,29093,29061,29061,1682613780,0.20578666
29099,29107,29099,29107,1682613840,0.02586859
29122,29123,29122,29123,1682613900,0.00593334
29095,29098,29080,29097,1682613960,0.00973808
29073,29088,29073,29088,1682614020,0.00331216
29064,29068,29064,29067,1682614080,0.06671808
29068,29068,29053,29054,1682614140,0.11831223
29073,29073,29070,29070,1682614200,0.02073000
29059,29076,29059,29061,1682614260,0.58740991
29064,29064,29064,29064,1682614320,0.00367000
29086,29087,29076,29076,1682614380,0.05730671
29090,29091,29087,29087,1682614440,0.02525000
29082,29089,29067,29073,1682614500,0.07748568
29100,29100,29082,29082,1682614560,0.37319099
29129,29129,29110,29110,1682614620,0.07051445
29131,29131,29129,29129,1682614680,0.00089000
29137,29138,29137,29138,1682614740,0.00202000
29145,29145,29143,29144,1682614800,0.01423517
29120,29122,29120,29121,1682614860,0.04884219
29118,29124,29118,29124,1682614920,0.04386255
29104,29121,29104,29121,1682614980,0.02026000
29109,29109,29100,29104,1682615040,0.02980472
29116,29116,29116,29116,1682615100,0.01914000
29126,29126,29109,29116,1682615160,0.09699577
29124,29124,29124,29124,1682615220,0.06203096
29122,29122,29110,29110,1682615280,0.36248823
29142,29142,29142,29142,1682615340,0.01731396
29170,29170,29143,29145,1682615400,1.53130700
29163,29165,29158,29165,1682615460,0.07788002
29157,29157,29155,29157,1682615520,0.28268236
29191,29201,29171,29171,1682615580,6.69293685
29177,29177,29163,29174,1682615640,0.41729200
29181,29181,29181,29181,1682615700,0.01503517
29181,29181,29177,29177,1682615760,0.01771104
29239,29239,29195,29195,1682615820,3.02327314
29217,29236,29214,29234,1682615880,0.13070638
29254,29254,29213,29213,1682615940,0.48041514
29244,29271,29244,29261,1682616000,4.32200304
29241,29249,29235,29249,1682616060,0.06658198
29222,29237,29222,29235,1682616120,0.13743363
29244,29244,29223,29223,1682616180,0.14197701
29252,29253,29242,29242,1682616240,0.08792780
29251,29251,29239,29240,1682616300,0.08360190
29240,29253,29237,29253,1682616360,0.09745276
29228,29238,29228,29235,1682616420,0.05314747
29248,29248,29232,29232,1682616480,0.20740890
29268,29268,29237,29239,1682616540,0.15218250
29292,29293,29270,29271,1682616600,14.16216641
29248,29293,29248,29293,1682616660,0.45894000
29260,29260,29244,29255,1682616720,0.05341861
29298,29298,29274,29274,1682616780,1.18512903
29310,29361,29300,29300,1682616840,12.97715168
29290,29291,29287,29287,1682616900,0.10232157
29286,29297,29286,29290,1682616960,0.13675978
29259,29296,29258,29296,1682617020,0.09533767
29232,29252,29232,29252,1682617080,0.04410040
29251,29251,29233,29233,1682617140,0.06845249
29279,29280,29268,29268,1682617200,0.09551490
29278,29288,29276,29287,1682617260,0.50240541
29275,29286,29275,29286,1682617320,0.70178814
29290,29299,29280,29280,1682617380,1.12955687
29297,29297,29290,29290,1682617440,0.25564873
29306,29325,29300,29300,1682617500,1.47306018
29356,29377,29309,29309,1682617560,12.39531383
29431,29439,29362,29362,1682617620,7.13086037
29403,29409,29382,29409,1682617680,0.16557306
29363,29375,29354,29375,1682617740,5.92401295
29424,29427,29358,29358,1682617800,2.01645734
29398,29414,29394,29405,1682617860,0.65963431
29355,29369,29355,29369,1682617920,0.21164970
29366,29380,29363,29363,1682617980,0.11163942
29359,29360,29354,29360,1682618040,0.02100575
29357,29357,29336,29357,1682618100,0.08859410
29329,29342,29328,29341,1682618160,0.16945860
29298,29329,29298,29329,1682618220,1.75192225
29310,29316,29291,29291,1682618280,0.70091489
29308,29317,29288,29317,1682618340,0.02322209
29321,29324,29313,29313,1682618400,4.18958879
29305,29330,29304,29315,1682618460,2.91764341
29319,29320,29303,29303,1682618520,6.28780347
29331,29331,29308,29309,1682618580,4.97387488
29323,29323,29316,29316,1682618640,0.23203000
29314,29315,29303,29303,1682618700,2.96112223
29282,29306,29280,29306,1682618760,0.27767000
29255,29280,29255,29280,1682618820,0.53857351
29240,29255,29239,29255,1682618880,0.03094122
29292,29292,29237,29241,1682618940,2.97895903
29349,29349,29290,29290,1682619000,1.08502738
29360,29393,29355,29356,1682619060,1.32078485
29351,29354,29344,29353,1682619120,3.92474595
29349,29360,29347,29347,1682619180,5.78882669
29344,29360,29343,29347,1682619240,6.85245914
29385,29385,29343,29343,1682619300,4.98363416
29419,29419,29378,29378,1682619360,7.58936872
29414,29414,29402,29402,1682619420,1.52624111
29426,29451,29422,29422,1682619480,7.64577575
29444,29456,29420,29420,1682619540,3.44657159
29518,29518,29444,29444,1682619600,23.97689573
29503,29565,29474,29522,1682619660,14.88894967
29539,29544,29478,29510,1682619720,3.73704549
29540,29540,29519,29533,1682619780,1.79716471
29518,29535,29485,29532,1682619840,2.95212485
29578,29578,29529,29530,1682619900,1.48765290
29667,29732,29585,29585,1682619960,32.23538740
29718,29718,29648,29648,1682620020,0.49517200
29651,29736,29636,29681,1682620080,10.04830244
29625,29649,29617,29649,1682620140,18.49198590
29681,29688,29631,29631,1682620200,2.30015706
29640,29665,29623,29661,1682620260,1.77417204
29681,29681,29633,29633,1682620320,1.52316389
29718,29718,29665,29665,1682620380,1.35756044
29697,29733,29683,29719,1682620440,2.66704352
29711,29739,29701,29714,1682620500,2.52520409
29711,29736,29700,29700,1682620560,0.39294672
29702,29702,29665,29692,1682620620,1.36730122
29694,29694,29666,29680,1682620680,3.17423843
29718,29718,29684,29694,1682620740,1.01000139
29763,29774,29730,29730,1682620800,18.88728848
29711,29797,29711,29776,1682620860,8.07295313
29721,29740,29712,29731,1682620920,0.21460831
29806,29828,29717,29717,1682620980,14.39660980
29887,29887,29791,29791,1682621040,19.92945151
29860,29884,29843,29883,1682621100,29.61400138
29798,29850,29793,29850,1682621160,4.06478213
29791,29797,29777,29786,1682621220,0.27160422
29817,29817,29772,29772,1682621280,1.59066998
29790,29797,29784,29787,1682621340,0.17729772
29773,29797,29772,29796,1682621400,0.09076550
29806,29818,29770,29770,1682621460,1.85158387
29802,29817,29790,29800,1682621520,0.73974083
29849,29849,29802,29802,1682621580,0.99628972
29820,29839,29820,29839,1682621640,1.58383156
29851,29853,29823,29823,1682621700,1.94176485
29830,29853,29825,29848,1682621760,2.15389416
29845,29850,29822,29822,1682621820,1.66940150
29830,29844,29821,29827,1682621880,0.60462773
29783,29824,29777,29824,1682621940,2.15226372
29809,29811,29783,29783,1682622000,1.21256704
29840,29840,29816,29816,1682622060,1.44715888
29828,29834,29817,29827,1682622120,4.82482921
29813,29840,29804,29826,1682622180,20.46755720
29824,29828,29804,29809,1682622240,2.11382165
29827,29841,29826,29829,1682622300,2.38635166
29860,29866,29827,29827,1682622360,4.36830976
29867,29867,29837,29862,1682622420,6.41643242
29814,29856,29808,29856,1682622480,11.54350411
29659,29802,29659,29802,1682622540,2.21447947
29625,29666,29535,29666,1682622600,59.86776466
29579,29629,29529,29626,1682622660,13.69134718
29546,29618,29459,29581,1682622720,19.75794326
29527,29530,29470,29514,1682622780,0.25520386
29585,29600,29492,29492,1682622840,0.27931801
29527,29592,29525,29590,1682622900,1.73777607
29588,29588,29510,29516,1682622960,1.80088036
29609,29609,29605,29607,1682623020,0.30230000
29658,29659,29606,29606,1682623080,1.92927512
29673,29673,29659,29659,1682623140,0.01551567
29689,29689,29611,29669,1682623200,8.15862138
29643,29692,29631,29692,1682623260,0.60730014
29640,29642,29620,29629,1682623320,0.14579391
29701,29701,29648,29649,1682623380,4.42793035
29651,29696,29651,29696,1682623440,0.14252498
29664,29668,29636,29650,1682623500,2.29699661
29672,29672,29654,29665,1682623560,2.15647953
29662,29680,29661,29669,1682623620,4.56326017
29639,29666,29639,29662,1682623680,6.55612846
29664,29664,29637,29637,1682623740,2.35485052
29648,29669,29648,29664,1682623800,2.36983337
29645,29659,29645,29645,1682623860,2.90035899
29687,29687,29646,29646,1682623920,0.92874815
29718,29732,29702,29702,1682623980,56.41164881
29788,29800,29716,29724,1682624040,8.48723212
29753,29796,29732,29796,1682624100,3.34877372
29722,29753,29703,29753,1682624160,2.40641915
29753,29753,29722,29722,1682624220,4.55191106
29759,29783,29758,29767,1682624280,3.11401487
29777,29780,29746,29750,1682624340,0.55663033
29772,29790,29760,29771,1682624400,1.61314708
29794,29797,29775,29775,1682624460,2.20689323
29809,29809,29784,29794,1682624520,2.16699762
29785,29796,29778,29796,1682624580,0.20055115
29783,29807,29783,29798,1682624640,0.31041207
29766,29788,29751,29778,1682624700,1.38390335
29723,29760,29696,29760,1682624760,0.94069587
29740,29747,29728,29729,1682624820,0.09963194
29746,29761,29728,29731,1682624880,0.62784832
29740,29749,29740,29746,1682624940,0.02199226
29692,29727,29681,29727,1682625000,1.29515120
29692,29695,29657,29681,1682625060,1.53589806
29723,29724,29682,29692,1682625120,2.87591511
29717,29731,29711,29714,1682625180,0.25628438
29709,29716,29699,29716,1682625240,0.28254286
29716,29716,29677,29685,1682625300,0.55443594
29703,29717,29692,29716,1682625360,0.44375989
29700,29700,29671,29690,1682625420,14.04019357
29687,29690,29687,29690,1682625480,0.00386000
29662,29679,29651,29678,1682625540,0.39210791
29668,29701,29666,29701,1682625600,6.83840746
29714,29768,29614,29647,1682625660,12.37022472
29667,29714,29648,29705,1682625720,10.88167748
29716,29720,29685,29686,1682625780,0.98400112
29684,29713,29684,29692,1682625840,0.92009374
29664,29684,29658,29684,1682625900,0.92589345
29644,29674,29642,29671,1682625960,1.86777154
29658,29663,29637,29638,1682626020,2.50954009
29621,29656,29621,29648,1682626080,4.73089065
29562,29622,29548,29622,1682626140,2.23378245
29555,29560,29529,29560,1682626200,2.92698988
29512,29560,29512,29557,1682626260,50.79640089
29533,29533,29497,29512,1682626320,4.58102173
29503,29529,29494,29529,1682626380,1.23881379
29533,29533,29506,29508,1682626440,0.48590350
29564,29581,29544,29546,1682626500,2.72925052
29527,29572,29527,29572,1682626560,0.52523017
29500,29513,29483,29506,1682626620,6.20201176
29507,29511,29503,29509,1682626680,2.20257530
29500,29500,29490,29490,1682626740,0.47864992
29496,29518,29492,29492,1682626800,1.17887565
29517,29529,29493,29493,1682626860,0.72654596
29568,29572,29538,29542,1682626920,0.19338391
29549,29599,29549,29568,1682626980,2.17543633
29547,29547,29530,29535,1682627040,0.27148331
29534,29542,29527,29542,1682627100,0.99716346
29534,29555,29534,29534,1682627160,0.20489776
29538,29538,29511,29535,1682627220,1.21600608
29562,29565,29548,29548,1682627280,0.93735546
29574,29577,29558,29558,1682627340,1.88608306
29557,29590,29557,29574,1682627400,1.95149226
29534,29554,29534,29554,1682627460,1.50479595
29564,29564,29548,29553,1682627520,1.17412939
29636,29636,29560,29560,1682627580,2.08292874
29630,29644,29630,29644,1682627640,1.50772940
29636,29649,29619,29619,1682627700,0.73084642
29663,29663,29626,29636,1682627760,0.75399114
29655,29666,29654,29663,1682627820,0.03027687
29688,29688,29652,29652,1682627880,3.51061720
29676,29679,29668,29668,1682627940,2.07521239
29651,29675,29632,29675,1682628000,0.47880230
29639,29657,29637,29657,1682628060,2.38806000
29622,29627,29619,29627,1682628120,1.19111015
29628,29628,29623,29627,1682628180,0.26511896
29621,29631,29620,29631,1682628240,0.28805654
29646,29646,29617,29619,1682628300,0.32764649
29647,29649,29639,29644,1682628360,0.08656362
29605,29625,29604,29624,1682628420,0.12387169
29593,29611,29592,29605,1682628480,0.35662772
29604,29604,29593,29595,1682628540,0.56893706
29616,29617,29602,29602,1682628600,4.07897783
29617,29622,29610,29610,1682628660,0.68904970
29642,29650,29626,29626,1682628720,1.41602984
29644,29656,29637,29646,1682628780,4.80318753
29657,29657,29643,29643,1682628840,1.57295050
29636,29646,29630,29630,1682628900,1.81345218
29627,29644,29624,29642,1682628960,2.88531593
29597,29633,29596,29626,1682629020,3.12693007
29614,29616,29593,29593,1682629080,1.23020451
29637,29639,29615,29615,1682629140,2.46151701
29648,29666,29629,29635,1682629200,1.72564199
29667,29667,29651,29651,1682629260,0.31333738
29660,29668,29657,29657,1682629320,2.10630317
29676,29682,29660,29660,1682629380,1.34921691
29701,29708,29656,29673,1682629440,1.84023873
29686,29703,29686,29703,1682629500,0.44428927
29682,29691,29677,29677,1682629560,0.98896758
29656,29669,29656,29668,1682629620,0.81404158
29709,29709,29685,29685,1682629680,0.45995296
29692,29701,29672,29700,1682629740,0.65193133
29680,29695,29674,29674,1682629800,0.12859581
29710,29710,29692,29692,1682629860,1.55581790
29692,29710,29691,29703,1682629920,4.66748712
29740,29740,29710,29710,1682629980,48.95288464
29762,29787,29742,29742,1682630040,11.55243668
29774,29774,29742,29765,1682630100,1.43322808
29757,29757,29731,29740,1682630160,0.95445439
29770,29770,29753,29754,1682630220,3.86156742
29771,29782,29760,29774,1682630280,0.42468192
29760,29779,29760,29768,1682630340,3.14180370
29764,29775,29752,29754,1682630400,1.87571542
29740,29763,29738,29763,1682630460,1.28738206
29739,29741,29739,29739,1682630520,0.05911635
29737,29739,29730,29739,1682630580,0.92835316
29728,29742,29728,29742,1682630640,0.30031730
29727,29727,29716,29721,1682630700,0.19384102
29737,29748,29731,29731,1682630760,0.31109000
29733,29744,29733,29743,1682630820,0.02834710
29722,29731,29722,29731,1682630880,0.00302000
29719,29719,29717,29717,1682630940,0.00617522
29711,29717,29710,29717,1682631000,0.03230810
29671,29693,29671,29693,1682631060,0.06421587
29664,29681,29664,29681,1682631120,0.44857132
29653,29667,29653,29667,1682631180,0.03457762
29653,29653,29653,29653,1682631240,0.00000000
29629,29653,29629,29653,1682631300,0.07733456
29638,29640,29609,29622,1682631360,0.19464849
29663,29663,29643,29643,1682631420,0.01269000
29664,29678,29664,29664,1682631480,0.05861302
29636,29652,29636,29652,1682631540,0.00868927
29637,29637,29615,29626,1682631600,1.77564650
29660,29660,29660,29660,1682631660,0.00543000
29650,29654,29650,29654,1682631720,0.06032398
29637,29648,29635,29648,1682631780,0.63616208
29628,29643,29627,29643,1682631840,0.52866724
29621,29623,29620,29623,1682631900,13.54716092
29594,29607,29578,29607,1682631960,0.15704915
29599,29603,29599,29603,1682632020,0.00361000
29571,29581,29570,29581,1682632080,3.12106044
29560,29578,29558,29578,1682632140,0.82271299
29600,29600,29576,29576,1682632200,0.67670141
29623,29623,29600,29600,1682632260,0.60070508
29643,29643,29607,29607,1682632320,2.78857379
29643,29643,29643,29643,1682632380,0.00400000
29641,29644,29640,29640,1682632440,0.22675046
29660,29662,29659,29659,1682632500,0.26280581
29663,29663,29663,29663,1682632560,0.01728000
29657,29663,29657,29662,1682632620,0.15676043
29653,29653,29646,29653,1682632680,0.55345434
29655,29656,29654,29656,1682632740,0.01017883
29625,29645,29615,29645,1682632800,0.18519253
29669,29670,29639,29639,1682632860,1.63784604
29650,29668,29648,29668,1682632920,0.00602700
29643,29670,29643,29651,1682632980,1.11719399
29628,29642,29628,29642,1682633040,0.45886163
29620,29627,29613,29613,1682633100,2.51127166
29590,29602,29589,29602,1682633160,3.78865220
29602,29602,29575,29575,1682633220,1.67119760
29597,29608,29593,29605,1682633280,0.25887071
29603,29607,29603,29606,1682633340,0.21174005
29596,29601,29594,29596,1682633400,2.14279102
29603,29615,29599,29601,1682633460,0.35848449
29608,29615,29596,29596,1682633520,0.61573432
29611,29622,29608,29613,1682633580,0.39542509
29612,29612,29607,29607,1682633640,0.50338096
29616,29616,29602,29615,1682633700,0.05161231
29631,29635,29617,29617,1682633760,0.01962092
29621,29624,29621,29623,1682633820,0.18211955
29625,29625,29622,29622,1682633880,0.17551000
29616,29635,29616,29635,1682633940,1.26407431
29626,29626,29618,29618,1682634000,0.00778000
29628,29629,29625,29625,1682634060,0.35743949
29617,29629,29617,29628,1682634120,0.02693233
29609,29611,29608,29611,1682634180,0.03156918
29604,29604,29604,29604,1682634240,0.00109000
29619,29621,29605,29605,1682634300,12.12523084
29606,29625,29606,29625,1682634360,0.43780000
29613,29617,29606,29606,1682634420,1.74644915
29603,29613,29603,29613,1682634480,2.45266625
29589,29599,29589,29599,1682634540,0.83950574
29587,29592,29584,29592,1682634600,0.31496551
29600,29605,29584,29584,1682634660,0.60008240
29571,29607,29571,29607,1682634720,1.56109664
29561,29571,29556,29571,1682634780,1.79976528
29501,29556,29500,29556,1682634840,66.97483305
29521,29531,29501,29501,1682634900,2.33879852
29524,29526,29503,29521,1682634960,0.22931607
29513,29524,29508,29524,1682635020,1.28324133
29528,29528,29508,29508,1682635080,0.20117328
29533,29537,29526,29528,1682635140,0.57265407
29507,29532,29507,29532,1682635200,0.16432250
29516,29517,29497,29507,1682635260,0.17543027
29535,29542,29515,29516,1682635320,0.18902134
29527,29537,29525,29535,1682635380,0.25331174
29550,29553,29530,29530,1682635440,0.60541412
29530,29549,29529,29549,1682635500,0.07284396
29517,29524,29513,29524,1682635560,1.48679619
29508,29517,29502,29517,1682635620,0.29709494
29503,29509,29498,29508,1682635680,1.07194482
